symbol,mpid,firm_name,add_count,cancel_count,execute_count,trade_count,total_shares_added,total_shares_executed,total_shares_traded,first_seen_timestamp,last_seen_timestamp,add_to_execute_count,add_to_execute_avg_ns,add_to_execute_min_ns,add_to_execute_max_ns,add_to_cancel_count,add_to_cancel_avg_ns,add_to_cancel_min_ns,add_to_cancel_max_ns,reaction_to_trade_count,reaction_to_trade_avg_ns,reaction_to_trade_min_ns,reaction_to_trade_max_ns,reaction_to_execute_count,reaction_to_execute_avg_ns,reaction_to_execute_min_ns,reaction_to_execute_max_ns
EFA,UNKNOWN,,7624,7548,316,0,9226307,119824,0,56999999881608,57599951211223,316,18401173281,33870,439953878647,0,,,,6176,10643426534,10880,66700049146,6209,7444828269,457,42654742475
AMC,UNKNOWN,,713,656,47,0,558123,14819,0,56999999890074,57599992626004,47,81982593713,112943,385473893598,0,,,,626,7941990881,14003,110424033889,457,35785999525,1464,156792845702
EFZ,UNKNOWN,,73,58,0,0,38000,0,0,56999999941854,57599774362402,0,,,,0,,,,0,,,,0,,,
IEFA,UNKNOWN,,5710,5684,154,0,6405381,38024,0,56999999951648,57599962531076,154,22385734147,36928,305372563932,0,,,,4599,9186102535,6112,38680259127,5099,17860658788,403,102186007701
IEFA,UBSS,UBS Securities LLC,2,1,0,0,200,0,0,57006475884856,57072890437735,0,,,,0,,,,1,8578406967,8578406967,8578406967,2,19486065285,5762631743,33209498828
DAVE,UNKNOWN,,1156,800,201,0,104638,7761,0,56999999987181,57599993195269,201,22467693123,1048,184367810638,0,,,,1006,8551646672,25318,49174113115,946,11778108146,4369,115162922252
DAVE,GSCO,GOLDMAN SACHS & CO. LLC,1,0,0,0,600,0,0,57074755816357,57074755816357,0,,,,0,,,,1,48813249,48813249,48813249,1,48192075,48192075,48192075
DAVE,ETMM,"G1 Execution Services, LLC",2,0,0,0,200,0,0,57078008258483,57078009374875,0,,,,0,,,,2,1802894079,1802335883,1803452275,2,3301192397,3300634201,3301750593
DAVE,UBSS,UBS Securities LLC,1,0,0,0,100,0,0,57252049425150,57252049425150,0,,,,0,,,,1,29474138206,29474138206,29474138206,1,69701164564,69701164564,69701164564
DAVE,FLTG,FLOW TRADERS U.S. LLC,1,1,0,0,100,0,0,57336655383434,57599983408526,0,,,,0,,,,1,1927823738,1927823738,1927823738,1,2037779993,2037779993,2037779993
DAVE,SGAS,"SG Americas Securities, LLC",1,0,0,0,100,0,0,57336784332955,57336784332955,0,,,,0,,,,1,2056773259,2056773259,2056773259,1,2166729514,2166729514,2166729514
INFL,UNKNOWN,,590,576,8,0,235605,417,0,56999999988134,57599875386830,8,13753854901,213161,19734986148,0,,,,169,93258371209,27956,200797523869,173,222072176119,27956,475616751988
INFL,JPMS,J.P. Morgan Securities LLC,232,231,0,0,23200,0,0,57016241779165,57594235319026,0,,,,0,,,,0,,,,0,,,
LZ,UNKNOWN,,1530,1146,311,0,481229,34176,0,57000000069951,57599998300675,311,44488615984,995,579494494663,0,,,,1410,6098860217,618,58874641145,1397,14574053776,1368,106437756600
SOXS,UNKNOWN,,26450,26559,575,0,15930820,223532,0,57000000071047,57599995615105,575,11195348478,9001,317244462107,0,,,,23212,11001388192,3144,60869140692,24120,6174627801,514,40671430685
SOXS,VIRT,Virtu Americas LLC,1,1,0,0,100,0,0,57217549734532,57554883247303,0,,,,0,,,,1,10745104459,10745104459,10745104459,1,23621100,23621100,23621100
SOXS,WBPX,"SUMMIT SECURITIES GROUP, LLC",309,307,0,0,30900,0,0,57279952696498,57599913497669,0,,,,0,,,,2,22947819466,22884115962,23011522971,2,2032315442,9407254,4055223630
SOXS,FLTU,FLOW TRADERS US LLC,2,0,0,0,200,0,0,57301470739159,57301470762671,0,,,,0,,,,2,48112386,48100630,48124142,2,39365198,39353442,39376954
SOXS,JPMS,J.P. Morgan Securities LLC,10,8,0,0,1000,0,0,57588833619873,57599921719305,0,,,,0,,,,2,10335180439,5801042557,14869318321,2,14170653,9771725,18569582
GALT,UNKNOWN,,235,85,0,0,266742,0,0,57000000072566,57599887420779,0,,,,0,,,,217,26801183464,1064170,92414650013,0,,,
SAG,UNKNOWN,,73,8,0,0,28378,0,0,57000000073889,57593501153577,0,,,,0,,,,0,,,,0,,,
SAG,UBSS,UBS Securities LLC,1,0,0,0,771,0,0,57068043645519,57068043645519,0,,,,0,,,,0,,,,0,,,
EXAS,UNKNOWN,,3292,2125,780,0,404867,43919,0,57000001360471,57599997945879,780,11905667623,3393,532015753582,0,,,,2996,3679048218,483,32188651345,2940,4566769149,429,55898514678
EXAS,FLTU,FLOW TRADERS US LLC,6,2,0,0,600,0,0,57270238056659,57290298320366,0,,,,0,,,,6,978746598,126672008,3114830091,6,452703067,196081385,726055243
EXAS,SGAS,"SG Americas Securities, LLC",1,0,0,0,100,0,0,57294009666349,57294009666349,0,,,,0,,,,1,2688352048,2688352048,2688352048,1,6966009,6966009,6966009
EXAS,GSCO,GOLDMAN SACHS & CO. LLC,1,0,0,0,1100,0,0,57295262855514,57295262855514,0,,,,0,,,,1,3941541213,3941541213,3941541213,1,821142,821142,821142
EXAS,WCHV,"WELLS FARGO SECURITIES, LLC",42,41,0,0,4200,0,0,57540274763070,57598550022315,0,,,,0,,,,1,869549468,869549468,869549468,1,223127322,223127322,223127322
EXAS,JPMS,J.P. Morgan Securities LLC,27,26,0,0,2700,0,0,57587308001844,57598550021137,0,,,,0,,,,1,1210664118,1210664118,1210664118,1,1178929591,1178929591,1178929591
SPY,UNKNOWN,,122318,117267,6624,0,23717758,645252,0,57000001365825,57599999601430,6624,1305815963,226,271557063221,0,,,,116680,1249226331,314,10397393831,116695,680092971,340,6109312225
SPY,WBPX,"SUMMIT SECURITIES GROUP, LLC",58461,58455,0,0,5846100,0,0,57000066862597,57599966239178,0,,,,0,,,,61,1185829505,668225,7675823263,61,475547179,442006,3345745331
SPY,JPMS,J.P. Morgan Securities LLC,19231,19229,0,0,1923100,0,0,57005791033638,57599966237739,0,,,,0,,,,21,1091173169,16777318,6058031787,21,621820426,8992802,4371429187
SPY,WCHV,"WELLS FARGO SECURITIES, LLC",19001,18999,0,0,1900100,0,0,57012570909665,57599966239396,0,,,,0,,,,20,1112988001,98093409,5221171012,20,793172437,21176009,4106035901
SPY,IMCC,IMC FINANCIAL MARKETS,26,24,0,0,2600,0,0,57076528378389,57528465400086,0,,,,0,,,,26,1157679878,210611,5763040170,26,311407642,178380,1701370298
SPY,SGAS,"SG Americas Securities, LLC",4,2,0,0,400,0,0,57280042754516,57546187442422,0,,,,0,,,,4,1431121089,38986768,2823177312,4,14182173,12925569,15516877
BIBL,UNKNOWN,,1447,1507,1,0,1045690,120,0,57000001376448,57599954126538,1,8662669289,8662669289,8662669289,0,,,,1320,270186160151,51511,597404849467,291,93478951812,1609615588,132198098702
BIBL,VIRT,Virtu Americas LLC,2,1,0,0,200,0,0,57002155509175,57002245239537,0,,,,0,,,,2,51742514,6882627,96602402,0,,,
BIBL,JPMS,J.P. Morgan Securities LLC,329,327,0,0,32900,0,0,57163479170980,57599493753677,0,,,,0,,,,2,379131427724,161330544432,596932311016,1,131725560251,131725560251,131725560251
AEP,UNKNOWN,,9244,7123,1893,0,714381,81617,0,57000001436708,57599998155768,1893,8670315686,454,503358808420,0,,,,8936,2715357951,718,21309828798,8894,2164729751,431,32353984165
AEP,CDRG,Citadel Securities LLC,2,0,0,0,200,0,0,57000715757793,57000716881079,0,,,,0,,,,2,8069088,7507445,8630731,2,279746228,279184585,280307871
AEP,JPMS,J.P. Morgan Securities LLC,1039,1037,0,0,103900,0,0,57064370966675,57599821409703,0,,,,0,,,,2,674540795,337124766,1011956824,2,510824071,13219735,1008428408
AEP,UBSS,UBS Securities LLC,3,2,0,0,300,0,0,57132203480455,57246028084366,0,,,,0,,,,3,7926872906,957975395,11584421850,3,4774670844,4011928331,5953955494
AEP,IMCC,IMC FINANCIAL MARKETS,2,0,0,0,200,0,0,57290018328016,57290018344218,0,,,,0,,,,2,2096556,2088455,2104657,2,1566686,1558585,1574787
AEP,WCHV,"WELLS FARGO SECURITIES, LLC",906,904,0,0,90600,0,0,57290327385943,57599821411186,0,,,,0,,,,2,435576334,311146382,560006287,2,433914103,307617966,560210240
AEP,MAXM,Maxim Group LLC,323,323,0,0,32300,0,0,57539630836515,57598661293385,0,,,,0,,,,2,1015155884,582865390,1447446379,2,478214343,385263214,571165473
AEP,WBPX,"SUMMIT SECURITIES GROUP, LLC",282,280,0,0,28200,0,0,57556750832029,57598985140956,0,,,,0,,,,2,388447214,388435255,388459173,2,389650872,389638913,389662831
XLU,UNKNOWN,,12593,12822,558,0,6681375,80032,0,57000001444813,57599999761040,558,8931666421,4559,377416075297,0,,,,11789,4517501621,697,24163652008,11951,5303612881,528,33865374223
XLU,WCHV,"WELLS FARGO SECURITIES, LLC",201,200,0,0,20100,0,0,57000581833575,57598958334123,0,,,,0,,,,0,,,,1,471679047,471679047,471679047
XLU,JPMS,J.P. Morgan Securities LLC,328,326,0,0,32800,0,0,57018028697364,57599478137381,0,,,,0,,,,2,4283523955,3558194907,5008853003,2,4252051724,98845642,8405257807
XLU,WBPX,"SUMMIT SECURITIES GROUP, LLC",266,263,0,0,26600,0,0,57118490075138,57598958334894,0,,,,0,,,,3,387953582,138285934,887270837,3,261946006,1371583,783076809
XLU,UBSS,UBS Securities LLC,1,0,0,0,100,0,0,57192216827172,57192216827172,0,,,,0,,,,1,2392495381,2392495381,2392495381,1,1956367343,1956367343,1956367343
WELL,UNKNOWN,,3393,2796,720,0,207244,27295,0,57000001447965,57599998327983,720,6476493791,3921,177607826463,0,,,,3241,3606391142,703,31038076969,3221,4819938752,1772,26049535403
WELL,FLTU,FLOW TRADERS US LLC,4,2,0,0,400,0,0,57002237919655,57530612937619,0,,,,0,,,,4,40552462,9871058,71228623,4,38255997,5715518,70791233
WELL,WCHV,"WELLS FARGO SECURITIES, LLC",712,711,0,0,71200,0,0,57071226350718,57599980044895,0,,,,0,,,,1,4925362177,4925362177,4925362177,1,379485899,379485899,379485899
WELL,WBPX,"SUMMIT SECURITIES GROUP, LLC",2718,2712,0,0,271800,0,0,57170226874175,57599980047331,0,,,,0,,,,6,1240739629,225641,7440396910,6,1730262929,2246399,7392415829
WELL,UBSS,UBS Securities LLC,1,0,0,0,100,0,0,57327830297338,57327830297338,0,,,,0,,,,1,7559324298,7559324298,7559324298,1,7511343217,7511343217,7511343217
WELL,MAXM,Maxim Group LLC,258,258,0,0,25800,0,0,57411609931594,57598656864062,0,,,,0,,,,1,10035178152,10035178152,10035178152,1,21295643260,21295643260,21295643260
WELL,IMCC,IMC FINANCIAL MARKETS,2,0,0,0,200,0,0,57530601956444,57530601968728,0,,,,0,,,,2,94697,88555,100839,2,211917,205775,218059
SWTX,UNKNOWN,,2075,1449,616,0,318175,39219,0,57000001450153,57599991422752,616,17096259467,1678,380157739103,0,,,,1712,3877463260,590,46643641615,1644,5493183619,1354,51202305002
SWTX,SGAS,"SG Americas Securities, LLC",2,0,0,0,200,0,0,57122805152197,57280145786503,0,,,,0,,,,2,366883977,88649475,645118480,2,68847248,19723368,117971128
SWTX,WBPX,"SUMMIT SECURITIES GROUP, LLC",563,560,0,0,56300,0,0,57348215314557,57597325355401,0,,,,0,,,,3,235493808,234537132,237362510,3,17207331081,17206374405,17209199783
RIOT,UNKNOWN,,9695,4462,741,0,4627588,241531,0,57000001457335,57599993406211,741,23969885862,1169,577554843752,0,,,,9465,1900352744,441,18297843900,9438,14379732623,463,71032059545
RIOT,UBSS,UBS Securities LLC,417,5,2,0,227207,1510,0,57049091267070,57579727466734,2,27878488653,13730306826,42026670481,0,,,,417,8676183710,634416472,8845353884,417,20043812547,431954746,29005587523
RIOT,WCHV,"WELLS FARGO SECURITIES, LLC",31,30,0,0,3100,0,0,57135395815108,57591112835777,0,,,,0,,,,1,6554152571,6554152571,6554152571,1,6380244404,6380244404,6380244404
RIOT,GSCO,GOLDMAN SACHS & CO. LLC,1,0,0,0,5300,0,0,57329956469205,57329956469205,0,,,,0,,,,1,14382719,14382719,14382719,1,46129616763,46129616763,46129616763
RIOT,VIRT,Virtu Americas LLC,1,0,0,0,100,0,0,57360353744769,57360353744769,0,,,,0,,,,1,28934504,28934504,28934504,1,5494634323,5494634323,5494634323
LNT,UNKNOWN,,3526,2447,1071,0,420528,48502,0,57000001478989,57599998456374,1071,11976929841,353,147496411130,0,,,,3307,6915621300,1352,53864398716,3298,4296169140,507,37919899468
LNT,UBSS,UBS Securities LLC,1,0,0,0,100,0,0,57252089785017,57252089785017,0,,,,0,,,,1,2295002770,2295002770,2295002770,1,3974229851,3974229851,3974229851
LNT,WBPX,"SUMMIT SECURITIES GROUP, LLC",233,230,0,0,23300,0,0,57576979310548,57599955142745,0,,,,0,,,,3,3253069867,140229557,4809498079,3,1997247230,144500226,2923628789
LNT,WCHV,"WELLS FARGO SECURITIES, LLC",43,42,0,0,4300,0,0,57587075503484,57599955140519,0,,,,0,,,,1,35023024,35023024,35023024,1,33503707,33503707,33503707
RMSG,UNKNOWN,,59,6,2,0,53526,115,0,57000001479445,57598019170211,2,89423138234,33090,178846243378,0,,,,34,95725145465,76892812,172181379735,35,92990710661,24035,172181965126
RMSG,UBSS,UBS Securities LLC,1,0,0,0,829,0,0,57055022910060,57055022910060,0,,,,0,,,,0,,,,0,,,
RMSG,FLTG,FLOW TRADERS U.S. LLC,2,0,0,0,200,0,0,57419283885366,57419300908240,0,,,,0,,,,2,118851489,110340052,127362926,2,119436880,110925443,127948317
SMCI,UNKNOWN,,26480,13211,2561,0,6651261,420822,0,57000001510694,57599996307806,2561,11545927864,1274,389423463805,0,,,,25485,1219616636,474,15686370060,25489,2001873055,312,15184564837
SMCI,FLTU,FLOW TRADERS US LLC,3,0,0,0,300,0,0,57057323746617,57293209842077,0,,,,0,,,,3,110449768,10016490,219158658,3,1143255069,98485268,3104024208
SMCI,UBSS,UBS Securities LLC,959,13,17,0,341378,8041,0,57096018532747,57599659558101,17,71143242269,2669377034,294876731457,0,,,,959,1110398425,17297409,12944583990,959,1127980150,17310898,12231807274
SMCI,WBPX,"SUMMIT SECURITIES GROUP, LLC",679,676,0,0,67900,0,0,57240077465957,57599992187199,0,,,,0,,,,3,2139577005,178524150,5219280759,3,142971425,709176,427230550
SMCI,IMCC,IMC FINANCIAL MARKETS,5,3,0,0,500,0,0,57290010531628,57554130866262,0,,,,0,,,,2,4232061,4224085,4240037,2,3098239779,3098231803,3098247755
SMCI,CDRG,Citadel Securities LLC,4,0,0,0,400,0,0,57290044953786,57293087813595,0,,,,0,,,,4,195515742,518268,390510136,4,52874300,518268,105227251
SMCI,GSCO,GOLDMAN SACHS & CO. LLC,2,0,0,0,4400,0,0,57300180035179,57557797394814,0,,,,0,,,,2,78776673,15089,157538257,2,3598793230,137626,7197448835
SMCI,MAXM,Maxim Group LLC,248,248,0,0,24800,0,0,57364602784417,57598660029660,0,,,,0,,,,2,2524736669,1623839958,3425633381,2,241995284,186583121,297407447
QUBT,UNKNOWN,,8801,2394,664,0,3040841,65096,0,57000001547572,57599988693871,664,19838815550,273,290763696699,0,,,,8499,7264465734,1986,51515855047,8569,7149675502,449,36672156117
QUBT,UBSS,UBS Securities LLC,407,1,4,0,199269,170,0,57051034325038,57595081517765,4,46455637713,1580687194,107285167292,0,,,,407,3675886718,258462503,9622838215,407,6111518510,1801541196,25260888885
LNTH,UNKNOWN,,2138,1456,574,0,181643,21972,0,57000001560989,57599990511968,574,12294699536,3744,179984553889,0,,,,1860,4373344072,541,36591598554,1771,10011327064,1340,68438586081
LNTH,XGWD,LATOUR TRADING LLC,1,0,0,0,100,0,0,57003831716304,57003831716304,0,,,,0,,,,1,2289971438,2289971438,2289971438,0,,,
LNTH,FLTG,FLOW TRADERS U.S. LLC,2,0,0,0,200,0,0,57016713009768,57016713041978,0,,,,0,,,,2,9687857962,9687841857,9687874067,0,,,
LNTH,UBSS,UBS Securities LLC,1,0,0,0,100,0,0,57252078178903,57252078178903,0,,,,0,,,,1,10856621146,10856621146,10856621146,1,10908746245,10908746245,10908746245
MDLZ,UNKNOWN,,10798,8184,2071,0,1366043,172973,0,57000001570453,57599987565052,2071,4543365544,1659,169746153557,0,,,,10171,2671663648,506,24873077396,10169,2910313920,472,44665840524
MDLZ,WBPX,"SUMMIT SECURITIES GROUP, LLC",1371,1365,0,0,137100,0,0,57232070535770,57599988030146,0,,,,0,,,,6,5602415282,1476462,17830458325,6,712564275,587421,3500221066
MDLZ,IMCC,IMC FINANCIAL MARKETS,2,0,0,0,200,0,0,57280090523822,57280090537279,0,,,,0,,,,2,3943426,3936698,3950155,2,25929182,25922454,25935911
MDLZ,WCHV,"WELLS FARGO SECURITIES, LLC",486,484,0,0,48600,0,0,57308389863088,57599988027603,0,,,,0,,,,2,1176238172,282109700,2070366644,2,1166254313,262141983,2070366644
EMX,UNKNOWN,,150,164,1,0,47843,100,0,57000001582495,57599787799461,1,569944726896,569944726896,569944726896,0,,,,92,128815037281,77867107,552283131963,0,,,
EMX,GSCO,GOLDMAN SACHS & CO. LLC,2,0,0,0,20000,0,0,57598998214264,57598998223797,0,,,,0,,,,2,3928720973,3928716207,3928725740,0,,,
RZLT,UNKNOWN,,710,486,136,0,168161,12449,0,57000001584177,57599998008462,136,44790722824,1576,325033507345,0,,,,632,34101946592,4455,155415401723,588,14198821389,1930,76199784429
RZLT,UBSS,UBS Securities LLC,3,0,0,0,612,0,0,57066024949768,57066025090191,0,,,,0,,,,3,20767166607,20767077685,20767218108,0,,,
RZLT,WBPX,"SUMMIT SECURITIES GROUP, LLC",18,15,0,0,1800,0,0,57575053066749,57583430863095,0,,,,0,,,,3,7306830181,7306697195,7307057576,3,7303106750,7302973764,7303334145
USAS,UNKNOWN,,398,437,0,0,369900,0,0,57000001591109,57599001618026,0,,,,0,,,,0,,,,0,,,
USAS,VIRT,Virtu Americas LLC,2,0,0,0,200,0,0,57516035541742,57529343366460,0,,,,0,,,,0,,,,0,,,
OMER,UNKNOWN,,924,583,155,0,216922,9777,0,57000001605924,57599993845723,155,25617575926,20345,305075457189,0,,,,722,51648146989,2955,272017397662,815,19514513189,647,124092145641
OMER,UBSS,UBS Securities LLC,22,0,0,0,32128,0,0,57008029021828,57008030829900,0,,,,0,,,,0,,,,22,7730058856,7729147723,7730955795
SOFI,UNKNOWN,,16345,5912,1274,0,7578804,321575,0,57000001606840,57599988607121,1274,19363697737,1929,268077464928,0,,,,15868,1629196465,918,33308622477,15898,7718845735,415,33311912950
SOFI,UBSS,UBS Securities LLC,605,4,5,0,420680,380,0,57108023820724,57599899278120,5,165118232446,11927043869,261754483362,0,,,,605,4348118148,70495354,10066470588,605,17797109922,56021147,26266165410
SOFI,WBPX,"SUMMIT SECURITIES GROUP, LLC",30,29,0,0,3000,0,0,57173742151843,57599900160697,0,,,,0,,,,1,140166632,140166632,140166632,1,139940811,139940811,139940811
SOFI,CDRG,Citadel Securities LLC,1,0,0,0,100,0,0,57301124611908,57301124611908,0,,,,0,,,,1,865226670,865226670,865226670,1,545891,545891,545891
SOFI,GSCO,GOLDMAN SACHS & CO. LLC,1,0,0,0,4000,0,0,57370218551050,57370218551050,0,,,,0,,,,1,568778,568778,568778,1,272734,272734,272734
XBI,UNKNOWN,,24509,23442,1226,0,5248440,124860,0,57000001607037,57599996458820,1226,4024873535,271,161043399016,0,,,,23550,2768536182,350,24948861544,23712,4014691202,688,41346087014
XBI,WBPX,"SUMMIT SECURITIES GROUP, LLC",2909,2903,0,0,290900,0,0,57000445183568,57599993726151,0,,,,0,,,,7,1956536490,166362347,3469136614,7,1917267759,130132662,5823656704
XBI,SGAS,"SG Americas Securities, LLC",2,0,0,0,200,0,0,57250010421096,57250010485849,0,,,,0,,,,2,193525959,193493583,193558336,2,216477810,216445434,216510187
XBI,IMCC,IMC FINANCIAL MARKETS,6,4,0,0,600,0,0,57270070322442,57423173983635,0,,,,0,,,,6,2382389327,5202791,6056903867,6,393708925,840008,1124229569
XBI,WCHV,"WELLS FARGO SECURITIES, LLC",590,588,0,0,59000,0,0,57407739702050,57599993723837,0,,,,0,,,,2,449168075,167936648,730399503,2,1377758197,167290780,2588225614
LCDS,UNKNOWN,,1977,1954,0,0,4103300,0,0,57000001636907,57599604939506,0,,,,0,,,,0,,,,0,,,
LCDS,VIRT,Virtu Americas LLC,8,6,0,0,800,0,0,57000120928509,57300264951126,0,,,,0,,,,0,,,,0,,,
LBTYA,UNKNOWN,,2833,2390,501,0,983957,87518,0,57000001642209,57599997988678,501,20909436085,1390,208436698350,0,,,,2483,4403447232,348,49971561075,2595,10040580771,525,63716542377
PCH,UNKNOWN,,1638,1212,367,0,185951,14680,0,57000001647150,57599997498929,367,17760594286,14358,140571399344,0,,,,1498,7914353775,2670,37096252112,1449,6158994418,1883,47095650275
PCH,UBSS,UBS Securities LLC,13,0,0,0,641,0,0,57034018862148,57034020288693,0,,,,0,,,,13,5152407161,5151747669,5153174214,13,622409016,621749524,623176069
MIRM,UNKNOWN,,1558,1195,312,0,235302,16370,0,57000001706103,57599997998442,312,17092922564,6428,337867583403,0,,,,1363,5157631667,1992,50870445205,1328,14537932143,1462,85045134340
MIRM,WBPX,"SUMMIT SECURITIES GROUP, LLC",1176,1173,0,0,117600,0,0,57109437728020,57599955068692,0,,,,0,,,,3,467706435,377489705,648107198,3,901856398,811639668,1082257161
POR,UNKNOWN,,1221,1033,240,0,118318,11599,0,57000001716160,57599990816314,240,12724498637,13557,194282111626,0,,,,1137,6203203599,5470,45999030760,1089,10323237528,717,82503199384
POR,UBSS,UBS Securities LLC,1,0,0,0,100,0,0,57135237661849,57135237661849,0,,,,0,,,,1,38836073753,38836073753,38836073753,1,14264018457,14264018457,14264018457
GROW,UNKNOWN,,131,19,2,0,31354,21,0,57000001741842,57595846990784,2,183011917108,172506108376,193517725841,0,,,,89,50693927190,99004900,123353676377,11,5672366781,3827511317,11770403638
OLED,UNKNOWN,,3018,2259,531,0,244282,25350,0,57000001751219,57599998152476,531,12445482873,4097,281265499615,0,,,,2083,3256339015,508,26194998011,2071,12633363852,2293,104269678656
OLED,UBSS,UBS Securities LLC,40,0,1,0,2908,50,0,57007017189281,57395916859690,1,388899670409,388899670409,388899670409,0,,,,40,2917705461,2693716275,11592153261,40,7437687805,6801944733,32170537142
OLED,WBPX,"SUMMIT SECURITIES GROUP, LLC",789,786,0,0,78900,0,0,57165371132915,57599915391397,0,,,,0,,,,3,762637356,762502605,762870831,3,16803503966,16803369215,16803737441
OLED,GSCO,GOLDMAN SACHS & CO. LLC,1,0,0,0,400,0,0,57300077221239,57300077221239,0,,,,0,,,,1,10783820,10783820,10783820,1,6832722,6832722,6832722
OLED,SGAS,"SG Americas Securities, LLC",1,0,0,0,100,0,0,57300120892627,57300120892627,0,,,,0,,,,1,54455208,54455208,54455208,1,50504110,50504110,50504110
OLED,ETMM,"G1 Execution Services, LLC",4,3,0,0,400,0,0,57300675530673,57597434361376,0,,,,0,,,,1,420961005,420961005,420961005,1,420902287,420902287,420902287
OLED,FLTU,FLOW TRADERS US LLC,2,0,0,0,200,0,0,57301012771075,57301012792830,0,,,,0,,,,2,758212284,758201407,758223162,2,758153566,758142689,758164444
RUM,UNKNOWN,,2854,1189,422,0,1650331,49973,0,57000001775633,57599992270042,422,16488531335,2295,141212679509,0,,,,2695,8761701632,656,56219503667,2688,10032173697,681,56877683058
RUM,UBSS,UBS Securities LLC,113,0,0,0,110800,0,0,57061035365894,57061081331228,0,,,,0,,,,113,946320117,927389520,973354854,113,13626834055,13607903458,13653868792
RUM,GSCO,GOLDMAN SACHS & CO. LLC,2,0,0,0,3800,0,0,57176051639202,57453074358178,0,,,,0,,,,2,5206090021,134989,10412045054,2,663321,458991,867651
RUM,FLTG,FLOW TRADERS U.S. LLC,1,1,0,0,100,0,0,57453284140732,57599992135729,0,,,,0,,,,1,10621827608,10621827608,10621827608,1,210650205,210650205,210650205
BKR,UNKNOWN,,11550,8668,2644,0,2363306,322196,0,57000001825251,57599999516311,2644,8668752512,396,469470156656,0,,,,10755,1107376121,372,13286540356,10782,2089788684,367,19591974139
BKR,WCHV,"WELLS FARGO SECURITIES, LLC",479,478,0,0,47900,0,0,57024103545416,57599689302785,0,,,,0,,,,1,138541910,138541910,138541910,1,138363297,138363297,138363297
BKR,WBPX,"SUMMIT SECURITIES GROUP, LLC",1331,1326,0,0,133100,0,0,57120066193331,57599905525800,0,,,,0,,,,5,10407713,221832,13318927,5,135415605,903745,326273851
BKR,IMCC,IMC FINANCIAL MARKETS,10,8,0,0,1000,0,0,57180072130488,57507119279860,0,,,,0,,,,8,5530526,84449,11042379,8,5179265,915380,9448122
FLCV,VIRT,Virtu Americas LLC,14,13,0,0,1400,0,0,57000001849981,57299739811603,0,,,,0,,,,0,,,,0,,,
FLCV,UNKNOWN,,60,55,0,0,32700,0,0,57000021820676,57590873795706,0,,,,0,,,,0,,,,0,,,
BGDV,UNKNOWN,,460,462,1,0,285956,100,0,57000001853370,57599954775178,1,228419,228419,228419,0,,,,0,,,,257,105755234802,453017,239550820716
BLMN,UNKNOWN,,2528,1947,482,0,691200,71589,0,57000001868495,57599998491635,482,33730083984,11256,336253623749,0,,,,2391,3677827255,402,39983020497,2328,10304589455,540,88749315706
WBD,UNKNOWN,,8230,3994,855,0,6669139,437066,0,57000001895380,57599996523081,855,39829674175,3068,467095749528,0,,,,7966,2459757641,317,23001891654,7784,9961227759,512,78105576633
WBD,UBSS,UBS Securities LLC,1,1,0,0,3,0,0,57408504304468,57422728272629,0,,,,0,,,,1,919071502,919071502,919071502,1,44501758608,44501758608,44501758608
NBCR,UNKNOWN,,543,542,0,0,360400,0,0,57000001899972,57585036292575,0,,,,0,,,,0,,,,0,,,
NTIP,UNKNOWN,,5,2,0,0,824,0,0,57000001927891,57589183086011,0,,,,0,,,,0,,,,0,,,
NTIP,VIRT,Virtu Americas LLC,1,0,0,0,100,0,0,57588306278538,57588306278538,0,,,,0,,,,0,,,,0,,,
SMCX,UNKNOWN,,7339,7693,66,0,3365673,8434,0,57000001970230,57599966427001,66,13698904169,24150,141103278715,0,,,,5442,28314445953,3308,101006519660,4371,55396453728,773,131310204662
SMCX,UBSS,UBS Securities LLC,9,2,0,0,6320,0,0,57012868957824,57387440211535,0,,,,0,,,,8,29758205664,2424100332,38473590226,0,,,
SMCX,FLTU,FLOW TRADERS US LLC,2,0,0,0,200,0,0,57282759809254,57302048335501,0,,,,0,,,,2,23033092268,13388829145,32677355392,2,52059150764,42414887641,61703413888
SMCX,VIRT,Virtu Americas LLC,3,1,0,0,300,0,0,57283212536905,57554631847560,0,,,,0,,,,3,28005308332,13841556796,36374935275,3,60932679627,42867615292,74529429818
HDB,UNKNOWN,,1092,928,193,0,137592,12299,0,57000001973920,57599636628053,193,30487856237,6246,272369083794,0,,,,1042,8919539247,23658,77840314946,1024,12674009305,3680,88235584804
HDB,JPMS,J.P. Morgan Securities LLC,48,47,0,0,4800,0,0,57220039605377,57596452689794,0,,,,0,,,,1,3477434232,3477434232,3477434232,1,9098733055,9098733055,9098733055
HDB,WCHV,"WELLS FARGO SECURITIES, LLC",48,47,0,0,4800,0,0,57220119479808,57596452690895,0,,,,0,,,,1,3557308663,3557308663,3557308663,1,9178607486,9178607486,9178607486
HDB,IMCC,IMC FINANCIAL MARKETS,2,0,0,0,200,0,0,57549661441637,57549661455471,0,,,,0,,,,2,1342150793,1342143876,1342157710,2,46057,39140,52974
NXPI,UNKNOWN,,7837,5307,2470,0,593540,133235,0,57000001997225,57599990843694,2470,5853534518,274,220236784306,0,,,,6840,618386473,437,9838308601,6833,1513171812,580,19264601979
